date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:08:02	47506/47506	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:03%20GMT	https://steamcommunity.com/login/home/?goto=login%2Fhome%2F%3Fgoto%3D	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexa2b9.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:03	210621/210621	---M--	200	added ('OK')	image/png	etag:%225a4ed63a-336bd%22	https://steamcommunity-a.akamaihd.net/public/images/skin_1/about_steam_preview.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/images/skin_1/about_steam_preview.png	(from https://steamcommunity.com/login/home/?goto=)
04:08:03	3737/3737	---M--	200	added ('OK')	image/png	etag:%225a4ed63b-e99%22	https://steamcommunity-a.akamaihd.net/public/images/skin_1/footerLogo_valve.png?v=1	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/images/skin_1/footerLogo_valve3860.png	(from https://steamcommunity.com/login/home/?goto=)
04:08:03	45350/45350	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:04%20GMT	https://steamcommunity.com/login/home/?l=schinese&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexe2ac.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:04	49241/49241	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:04%20GMT	https://steamcommunity.com/login/home/?l=japanese&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index8c42.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	45221/45221	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:05%20GMT	https://steamcommunity.com/login/home/?l=tchinese&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index7eff.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	47246/47246	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:05%20GMT	https://steamcommunity.com/login/home/?l=koreana&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index741d.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	59312/59312	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:05%20GMT	https://steamcommunity.com/login/home/?l=thai&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexeca7.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	52560/52560	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:06%20GMT	https://steamcommunity.com/login/home/?l=bulgarian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index908c.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	47000/47000	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:06%20GMT	https://steamcommunity.com/login/home/?l=czech&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index9103.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	45801/45801	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:06%20GMT	https://steamcommunity.com/login/home/?l=danish&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index49af.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:05	5122/5122	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1402%22	https://steamcommunity-a.akamaihd.net/public/shared/images/buttons/icons_18.png?v=3	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/buttons/icons_1830f4.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/buttons.css?v=6uRURryOh96m&l=romanian)
04:08:06	6719/6719	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1a3f%22	https://steamcommunity-a.akamaihd.net/public/shared/images/buttons/icons_16.png?v=5	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/buttons/icons_16ae52.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/buttons.css?v=6uRURryOh96m&l=romanian)
04:08:06	47185/47185	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:07%20GMT	https://steamcommunity.com/login/home/?l=german&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index18f0.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:06	3046/3046	---M--	200	added ('OK')	image/png	etag:%225a4ed654-be6%22	https://steamcommunity-a.akamaihd.net/public/shared/images/buttons/icon_double_arrows.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/buttons/icon_double_arrows.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/buttons.css?v=6uRURryOh96m&l=romanian)
04:08:06	1506/1506	---M--	200	added ('OK')	image/png	etag:%225a4ed654-5e2%22	https://steamcommunity-a.akamaihd.net/public/shared/images/friendindicator_small.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/friendindicator_small.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:06	45682/45682	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:07%20GMT	https://steamcommunity.com/login/home/?l=english&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexbfdf.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:07	46669/46669	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:07%20GMT	https://steamcommunity.com/login/home/?l=spanish&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index1a9a.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:07	161/161	---M--	200	added ('OK')	image/png	etag:%225a4ed654-a1%22	https://steamcommunity-a.akamaihd.net/public/shared/images/popups/btn_arrow_down_padded.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/popups/btn_arrow_down_padded.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:07	46651/46651	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:08%20GMT	https://steamcommunity.com/login/home/?l=latam&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexd0d8.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:07	54427/54427	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:08%20GMT	https://steamcommunity.com/login/home/?l=greek&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexd220.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:07	46871/46871	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:08%20GMT	https://steamcommunity.com/login/home/?l=french&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexabcb.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:07	161/161	---M--	200	added ('OK')	image/png	etag:%225a4ed654-a1%22	https://steamcommunity-a.akamaihd.net/public/shared/images/popups/btn_arrow_down.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/popups/btn_arrow_down.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:07	2980/2980	---M--	200	added ('OK')	image/png	etag:%225a4ed654-ba4%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_hexagons.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_hexagons.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:08	46351/46351	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:08%20GMT	https://steamcommunity.com/login/home/?l=italian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index36c3.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:08	2832/2832	---M--	200	added ('OK')	image/png	etag:%225a4ed654-b10%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_shields.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_shields.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:08	2825/2825	---M--	200	added ('OK')	image/png	etag:%225a4ed654-b09%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_books.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_books.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:08	1645/1645	---M--	200	added ('OK')	image/png	etag:%225a4ed654-66d%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_chevrons.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_chevrons.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:08	46623/46623	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:09%20GMT	https://steamcommunity.com/login/home/?l=hungarian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexb9b9.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:08	2165/2165	---M--	200	added ('OK')	image/png	etag:%225a4ed654-875%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_circle2.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_circle2.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:09	9664/9664	---M--	200	added ('OK')	image/png	etag:%225a4ed654-25c0%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_angle.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_angle.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:09	5424/5424	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1530%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_flag.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_flag.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:09	7873/7873	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1ec1%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_wings.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_wings.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:09	46365/46365	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:10%20GMT	https://steamcommunity.com/login/home/?l=dutch&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index546e.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:09	12222/12222	---M--	200	added ('OK')	image/png	etag:%225a4ed654-2fbe%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_arrows.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_arrows.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:09	9665/9665	---M--	200	added ('OK')	image/png	etag:%225a4ed654-25c1%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_crystals.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_crystals.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:10	6978/6978	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1b42%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_space.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_space.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:10	7256/7256	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1c58%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_waterelement.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_waterelement.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:10	45808/45808	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:11%20GMT	https://steamcommunity.com/login/home/?l=norwegian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexa530.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:10	8692/8692	---M--	200	added ('OK')	image/png	etag:%225a4ed654-21f4%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_fireelement.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_fireelement.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:11	11466/11466	---M--	200	added ('OK')	image/png	etag:%225a4ed654-2cca%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_earthelement.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_earthelement.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:11	5807/5807	---M--	200	added ('OK')	image/png	etag:%225a4ed654-16af%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_1-2.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_1-2.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:11	47253/47253	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:12%20GMT	https://steamcommunity.com/login/home/?l=polish&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index7780.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:11	5125/5125	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1405%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_3-4.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_3-4.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:12	5947/5947	---M--	200	added ('OK')	image/png	etag:%225a4ed654-173b%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_5-6.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_5-6.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:12	46481/46481	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:12%20GMT	https://steamcommunity.com/login/home/?l=portuguese&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexc777.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:12	7141/7141	---M--	200	added ('OK')	image/png	etag:%225a4ed654-1be5%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_7-8.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_7-8.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:12	12267/12267	---M--	200	added ('OK')	image/png	etag:%225a4ed654-2feb%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_9-10.png	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_airelement_9-10.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:12	46325/46325	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:13%20GMT	https://steamcommunity.com/login/home/?l=brazilian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexc92c.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:12	81759/81759	---M--	200	added ('OK')	image/png	etag:%225a4ed654-13f5f%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_1-2.png?v=2	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_1-25e1f.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:13	80055/80055	---M--	200	added ('OK')	image/png	etag:%225a4ed654-138b7%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_3-4.png?v=2	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_3-45e1f.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:13	50954/50954	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:14%20GMT	https://steamcommunity.com/login/home/?l=russian&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/indexe330.html	(from https://steamcommunity.com/login/home/?goto=)
04:08:13	81039/81039	---M--	200	added ('OK')	image/png	etag:%225a4ed654-13c8f%22	https://steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_5-6.png?v=2	C:/Users/mello/Desktop/steam/steamcommunity-a.akamaihd.net/public/shared/images/community/levels_geo_5-65e1f.png	(from https://steamcommunity-a.akamaihd.net/public/shared/css/shared_global.css?v=eHg2oFGho5Gm&l=romanian)
04:08:13	45897/45897	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2001:08:14%20GMT	https://steamcommunity.com/login/home/?l=finnish&goto=	C:/Users/mello/Desktop/steam/steamcommunity.com/login/home/index447e.html	(from https://steamcommunity.com/login/home/?goto=)
